T1: 1(0.65), 3(0.74), 5(0.83), 7(0.6), 9(0.61), 11(0.93), 13(0.76), 15(0.74), 17(0.8), 19(0.5), 21(0.58), 23(0.58), 25(0.86), 27(0.75), 29(0.85), 31(0.53), 34(0.68), 36(0.7), 38(0.62), 40(0.86), 42(0.65), 44(0.58), 46(0.67), 48(0.74), 50(0.66), 52(0.67), 54(0.89), 56(0.51), 58(0.86), 60(0.88), 62(0.93), 64(0.55), 66(0.78), 68(0.74), 70(0.74), 72(0.91), 74(0.69)
T6076: 1(0.25), 2(0.50), 4(0.44), 5(0.29), 9(0.84), 10(0.11), 12(0.26), 13(0.87), 16(0.77), 17(0.47), 21(0.11), 23(0.14), 25(0.24), 28(0.35), 29(0.24), 38(0.56), 39(0.27), 40(0.53), 41(0.69), 48(0.41), 49(0.68), 53(0.89), 54(0.71), 56(0.77), 57(0.55), 58(0.13), 59(0.59), 60(0.60), 61(0.12), 63(0.74), 64(0.70), 65(0.55), 66(0.42), 69(0.71), 70(0.63), 71(0.74), 73(0.23), 74(0.57)
T6077: 1(0.82), 2(0.28), 3(0.33), 4(0.36), 5(0.89), 6(0.18), 7(0.53), 8(0.72), 12(0.61), 15(0.72), 19(0.38), 20(0.64), 22(0.47), 25(0.28), 31(0.18), 32(0.48), 39(0.51), 40(0.66), 41(0.75), 42(0.19), 44(0.77), 50(0.87), 52(0.60), 55(0.73), 56(0.48), 58(0.27), 62(0.34), 64(0.87), 65(0.26), 67(0.15), 68(0.53), 70(0.20), 71(0.66), 73(0.25), 74(0.50), 75(0.76)
T6078: 3(0.83), 5(0.32), 8(0.29), 10(0.33), 12(0.65), 13(0.70), 14(0.29), 15(0.63), 17(0.64), 20(0.51), 21(0.54), 22(0.50), 23(0.24), 25(0.28), 28(0.36), 39(0.71), 41(0.48), 44(0.32), 45(0.38), 48(0.22), 49(0.45), 50(0.18), 52(0.77), 53(0.15), 54(0.68), 55(0.33), 57(0.49), 59(0.31), 63(0.23), 64(0.11), 65(0.85), 67(0.67), 68(0.36), 69(0.12), 72(0.78), 74(0.37), 75(0.78)
T6079: 1(0.32), 2(0.66), 4(0.36), 7(0.86), 8(0.86), 12(0.28), 13(0.61), 18(0.61), 19(0.15), 30(0.86), 33(0.80), 34(0.69), 35(0.83), 37(0.18), 38(0.73), 39(0.68), 41(0.39), 42(0.56), 43(0.26), 45(0.68), 47(0.72), 48(0.22), 49(0.89), 50(0.73), 51(0.43), 52(0.71), 56(0.84), 57(0.56), 62(0.54), 64(0.33), 65(0.18), 66(0.28), 70(0.24), 71(0.39), 75(0.23)
T6080: 2(0.77), 5(0.72), 6(0.20), 7(0.28), 9(0.63), 10(0.68), 11(0.35), 12(0.44), 15(0.32), 16(0.20), 18(0.72), 19(0.21), 20(0.54), 21(0.14), 23(0.39), 26(0.68), 30(0.21), 31(0.26), 33(0.55), 34(0.40), 37(0.58), 38(0.71), 41(0.16), 43(0.67), 50(0.38), 51(0.70), 55(0.65), 57(0.51), 58(0.23), 66(0.52), 67(0.21), 68(0.15), 69(0.44), 70(0.29), 74(0.80)
T6081: 2(0.81), 4(0.25), 7(0.22), 9(0.70), 11(0.14), 12(0.64), 13(0.16), 16(0.62), 18(0.88), 20(0.87), 21(0.49), 22(0.83), 23(0.19), 24(0.14), 29(0.35), 30(0.11), 31(0.16), 33(0.85), 36(0.33), 41(0.66), 42(0.61), 44(0.67), 46(0.51), 49(0.38), 51(0.48), 52(0.33), 53(0.83), 58(0.67), 60(0.58), 63(0.70), 64(0.83), 65(0.36), 69(0.21), 70(0.87), 71(0.24), 72(0.81)
T6082: 2(0.11), 3(0.38), 5(0.30), 6(0.18), 7(0.60), 8(0.84), 9(0.74), 10(0.38), 15(0.74), 16(0.25), 18(0.43), 19(0.70), 20(0.52), 23(0.48), 24(0.81), 25(0.38), 29(0.78), 30(0.34), 33(0.20), 38(0.62), 39(0.31), 40(0.66), 44(0.12), 47(0.83), 49(0.78), 53(0.11), 55(0.79), 56(0.82), 57(0.77), 59(0.54), 61(0.66), 62(0.59), 64(0.38), 65(0.71), 66(0.24), 73(0.51), 74(0.17), 75(0.41)
T6083: 1(0.33), 2(0.48), 3(0.77), 4(0.52), 5(0.59), 6(0.76), 10(0.50), 12(0.17), 13(0.23), 17(0.22), 18(0.21), 20(0.23), 22(0.30), 23(0.64), 25(0.27), 27(0.52), 29(0.64), 33(0.20), 34(0.52), 35(0.76), 40(0.51), 41(0.45), 42(0.32), 43(0.32), 45(0.63), 46(0.62), 48(0.72), 51(0.28), 53(0.55), 56(0.16), 57(0.76), 60(0.69), 66(0.65), 67(0.58), 68(0.32), 70(0.11), 71(0.24), 74(0.19)
T6084: 4(0.79), 5(0.78), 7(0.85), 9(0.27), 11(0.45), 13(0.57), 15(0.79), 17(0.54), 18(0.75), 20(0.25), 21(0.36), 22(0.67), 30(0.21), 31(0.66), 33(0.71), 34(0.29), 39(0.53), 40(0.12), 42(0.28), 44(0.47), 46(0.72), 47(0.20), 49(0.79), 52(0.84), 53(0.68), 55(0.55), 56(0.31), 59(0.46), 61(0.29), 64(0.31), 66(0.56), 68(0.16), 73(0.58), 74(0.71), 75(0.82)
T6085: 2(0.73), 3(0.24), 4(0.61), 5(0.62), 7(0.43), 13(0.38), 16(0.35), 17(0.29), 18(0.68), 19(0.53), 20(0.21), 21(0.84), 22(0.35), 23(0.74), 25(0.47), 27(0.30), 29(0.29), 31(0.75), 32(0.35), 33(0.54), 35(0.68), 37(0.38), 38(0.35), 40(0.29), 41(0.36), 42(0.58), 44(0.65), 46(0.47), 53(0.35), 55(0.34), 57(0.29), 61(0.87), 65(0.80), 67(0.12), 68(0.80), 69(0.85), 71(0.58), 73(0.19), 74(0.68), 75(0.79)
T6086: 1(0.55), 2(0.43), 3(0.36), 4(0.89), 5(0.30), 6(0.55), 14(0.18), 15(0.84), 17(0.49), 18(0.83), 19(0.48), 20(0.22), 22(0.16), 24(0.47), 25(0.37), 27(0.29), 30(0.62), 32(0.59), 35(0.12), 36(0.45), 37(0.56), 39(0.16), 40(0.49), 44(0.57), 48(0.61), 49(0.50), 54(0.31), 55(0.17), 58(0.79), 60(0.43), 62(0.65), 65(0.61), 66(0.89), 67(0.78), 69(0.22), 72(0.54), 73(0.63), 75(0.46)
T6087: 1(0.43), 2(0.43), 6(0.86), 10(0.47), 14(0.34), 15(0.22), 17(0.16), 19(0.21), 21(0.80), 22(0.57), 25(0.69), 28(0.50), 35(0.44), 36(0.48), 39(0.40), 42(0.75), 43(0.42), 46(0.87), 47(0.31), 49(0.56), 52(0.50), 54(0.14), 57(0.41), 58(0.80), 59(0.84), 60(0.45), 61(0.83), 62(0.67), 65(0.33), 66(0.51), 67(0.28), 68(0.82), 69(0.84), 70(0.48), 72(0.50), 73(0.80), 74(0.29)
T6088: 1(0.68), 2(0.50), 3(0.66), 4(0.26), 5(0.39), 8(0.20), 11(0.78), 12(0.58), 13(0.61), 15(0.66), 19(0.22), 20(0.61), 21(0.34), 23(0.21), 24(0.19), 25(0.20), 26(0.66), 33(0.26), 34(0.53), 35(0.77), 36(0.15), 38(0.35), 39(0.25), 42(0.66), 44(0.63), 45(0.37), 47(0.51), 49(0.85), 51(0.20), 54(0.85), 55(0.49), 56(0.59), 59(0.50), 60(0.39), 61(0.21), 65(0.81), 66(0.87), 72(0.58), 75(0.56)
T6089: 4(0.71), 5(0.71), 6(0.53), 7(0.54), 8(0.27), 10(0.71), 13(0.58), 14(0.28), 15(0.69), 17(0.65), 18(0.80), 19(0.61), 20(0.80), 22(0.80), 26(0.35), 32(0.67), 33(0.71), 34(0.50), 36(0.23), 38(0.48), 39(0.35), 40(0.43), 44(0.58), 45(0.30), 49(0.20), 52(0.57), 56(0.62), 58(0.57), 60(0.37), 61(0.37), 70(0.11), 71(0.77), 74(0.71), 75(0.49)
T6090: 2(0.32), 7(0.78), 11(0.63), 13(0.37), 14(0.56), 15(0.61), 17(0.55), 18(0.47), 19(0.52), 23(0.82), 25(0.60), 29(0.64), 31(0.46), 32(0.89), 35(0.63), 36(0.64), 37(0.74), 39(0.64), 41(0.65), 42(0.40), 44(0.57), 46(0.28), 48(0.59), 49(0.25), 52(0.88), 53(0.81), 61(0.24), 64(0.66), 67(0.49), 68(0.84), 71(0.23), 72(0.69), 74(0.44), 75(0.78)
T6091: 4(0.66), 6(0.85), 8(0.55), 9(0.78), 12(0.26), 15(0.37), 20(0.67), 22(0.60), 26(0.40), 27(0.19), 28(0.48), 30(0.42), 37(0.36), 38(0.72), 39(0.36), 42(0.83), 49(0.48), 52(0.32), 54(0.27), 55(0.78), 58(0.84), 61(0.52), 62(0.74), 64(0.38), 67(0.84), 68(0.32), 69(0.73), 71(0.57), 72(0.74), 73(0.45), 74(0.84), 75(0.66)
T6092: 3(0.82), 6(0.12), 7(0.15), 8(0.86), 10(0.73), 11(0.38), 12(0.54), 13(0.81), 14(0.33), 16(0.35), 17(0.59), 23(0.23), 25(0.87), 26(0.22), 28(0.83), 30(0.73), 32(0.17), 35(0.69), 40(0.31), 42(0.39), 44(0.83), 46(0.67), 47(0.89), 49(0.74), 51(0.54), 56(0.40), 59(0.72), 60(0.73), 61(0.80), 64(0.68), 66(0.68), 67(0.34), 69(0.52), 70(0.26), 71(0.84), 72(0.52), 73(0.52), 74(0.80), 75(0.11)
T6093: 1(0.80), 2(0.89), 4(0.70), 7(0.66), 8(0.52), 9(0.54), 10(0.74), 11(0.51), 13(0.28), 15(0.14), 18(0.84), 19(0.89), 22(0.19), 24(0.59), 25(0.34), 26(0.75), 27(0.52), 32(0.24), 33(0.17), 38(0.14), 39(0.38), 40(0.60), 45(0.68), 49(0.49), 50(0.71), 51(0.48), 52(0.38), 54(0.62), 58(0.22), 61(0.58), 63(0.52), 67(0.50), 68(0.64), 70(0.61), 71(0.76), 75(0.24)
T6094: 3(0.49), 4(0.41), 5(0.29), 6(0.50), 7(0.30), 8(0.42), 9(0.15), 11(0.80), 12(0.78), 14(0.25), 15(0.52), 22(0.14), 24(0.71), 26(0.22), 30(0.58), 31(0.65), 35(0.21), 38(0.36), 44(0.74), 45(0.78), 47(0.13), 51(0.23), 52(0.21), 53(0.11), 55(0.71), 57(0.79), 58(0.17), 63(0.64), 64(0.29), 67(0.64), 69(0.51), 73(0.59)
T6095: 2(0.80), 5(0.21), 7(0.89), 8(0.34), 12(0.80), 13(0.66), 14(0.62), 18(0.26), 19(0.85), 20(0.41), 22(0.12), 23(0.36), 28(0.68), 30(0.42), 33(0.40), 36(0.55), 38(0.77), 41(0.21), 42(0.53), 43(0.24), 44(0.31), 45(0.75), 46(0.72), 47(0.78), 49(0.38), 52(0.40), 56(0.77), 65(0.70), 66(0.70), 67(0.16), 69(0.71), 70(0.42), 72(0.56)
T6096: 2(0.46), 3(0.68), 5(0.49), 6(0.25), 7(0.79), 10(0.48), 14(0.13), 15(0.51), 18(0.85), 19(0.77), 22(0.47), 24(0.29), 26(0.34), 27(0.55), 29(0.45), 30(0.84), 32(0.15), 37(0.49), 38(0.45), 39(0.58), 41(0.68), 42(0.83), 43(0.40), 47(0.70), 50(0.16), 52(0.17), 53(0.55), 54(0.82), 56(0.84), 57(0.48), 58(0.59), 61(0.55), 62(0.50), 65(0.31), 67(0.77), 70(0.25), 71(0.43), 72(0.89), 73(0.23), 74(0.63)
T6097: 3(0.48), 5(0.28), 6(0.55), 8(0.35), 10(0.27), 12(0.43), 13(0.72), 15(0.51), 17(0.14), 18(0.61), 23(0.28), 24(0.37), 25(0.28), 27(0.34), 28(0.79), 29(0.42), 30(0.16), 36(0.17), 37(0.46), 38(0.10), 39(0.88), 46(0.17), 47(0.69), 55(0.15), 57(0.83), 59(0.73), 62(0.40), 65(0.77), 67(0.20), 68(0.16), 75(0.16)
T6098: 1(0.40), 4(0.49), 5(0.34), 8(0.83), 9(0.28), 10(0.13), 11(0.54), 16(0.36), 17(0.40), 18(0.61), 19(0.90), 20(0.19), 21(0.12), 26(0.27), 27(0.65), 29(0.52), 31(0.49), 32(0.87), 35(0.22), 36(0.15), 39(0.67), 40(0.30), 42(0.33), 45(0.21), 52(0.86), 54(0.30), 55(0.63), 58(0.73), 59(0.48), 66(0.50), 70(0.45), 71(0.74), 73(0.77), 74(0.74), 75(0.61)
T6099: 2(0.85), 3(0.58), 9(0.63), 14(0.40), 16(0.79), 17(0.21), 20(0.46), 21(0.67), 24(0.49), 26(0.78), 28(0.37), 29(0.37), 30(0.65), 35(0.85), 36(0.29), 37(0.20), 38(0.23), 39(0.81), 41(0.87), 48(0.78), 51(0.60), 52(0.19), 53(0.32), 54(0.13), 55(0.51), 56(0.74), 58(0.18), 61(0.31), 64(0.32), 66(0.55), 67(0.86), 69(0.62), 73(0.74)
T6100: 1(0.52), 2(0.22), 4(0.70), 9(0.13), 11(0.15), 13(0.73), 14(0.14), 15(0.69), 16(0.81), 17(0.37), 18(0.40), 22(0.68), 23(0.70), 25(0.57), 26(0.39), 27(0.22), 29(0.71), 31(0.33), 32(0.59), 33(0.55), 35(0.12), 36(0.26), 42(0.33), 43(0.70), 47(0.35), 48(0.84), 50(0.17), 51(0.30), 54(0.31), 55(0.30), 60(0.37), 61(0.40), 62(0.44), 63(0.61), 66(0.14), 68(0.22), 70(0.27), 71(0.22), 72(0.86), 73(0.50)
T6101: 2(0.10), 4(0.84), 9(0.26), 10(0.25), 11(0.32), 12(0.29), 14(0.50), 16(0.13), 17(0.76), 20(0.80), 21(0.37), 23(0.14), 27(0.74), 31(0.31), 32(0.77), 35(0.77), 36(0.72), 37(0.43), 38(0.24), 39(0.51), 41(0.73), 45(0.28), 47(0.75), 48(0.32), 49(0.81), 50(0.19), 51(0.88), 52(0.69), 57(0.55), 59(0.84), 61(0.37), 64(0.74), 67(0.33), 70(0.22), 71(0.37), 72(0.66), 73(0.50), 74(0.72)
T6102: 5(0.86), 7(0.15), 8(0.21), 9(0.51), 10(0.76), 11(0.39), 13(0.66), 14(0.27), 16(0.46), 19(0.39), 20(0.42), 22(0.55), 30(0.62), 33(0.56), 34(0.63), 37(0.11), 38(0.84), 40(0.46), 44(0.73), 46(0.28), 47(0.19), 49(0.14), 50(0.27), 51(0.72), 53(0.73), 55(0.83), 61(0.25), 63(0.59), 69(0.57), 72(0.56), 75(0.64)
T6103: 1(0.87), 2(0.42), 3(0.32), 5(0.62), 7(0.69), 11(0.82), 13(0.67), 14(0.46), 17(0.23), 20(0.84), 22(0.11), 23(0.80), 24(0.70), 27(0.75), 28(0.12), 29(0.63), 31(0.27), 33(0.29), 37(0.11), 38(0.59), 40(0.14), 43(0.47), 44(0.36), 49(0.65), 50(0.36), 52(0.74), 53(0.64), 57(0.56), 61(0.73), 62(0.45), 63(0.23), 66(0.77), 67(0.43), 69(0.77)
T6104: 1(0.37), 2(0.21), 6(0.76), 9(0.80), 12(0.49), 13(0.47), 16(0.56), 17(0.39), 18(0.45), 19(0.35), 20(0.72), 21(0.83), 22(0.88), 25(0.42), 27(0.12), 28(0.57), 29(0.12), 33(0.29), 36(0.41), 37(0.42), 38(0.59), 39(0.80), 40(0.39), 41(0.38), 49(0.88), 50(0.66), 51(0.90), 52(0.83), 54(0.51), 55(0.39), 57(0.74), 58(0.26), 59(0.67), 60(0.66), 64(0.52), 65(0.57), 71(0.58), 72(0.35), 75(0.33)
T6105: 1(0.52), 3(0.21), 4(0.37), 5(0.75), 7(0.89), 8(0.56), 11(0.51), 12(0.78), 13(0.20), 14(0.25), 16(0.56), 17(0.56), 18(0.22), 21(0.11), 23(0.21), 24(0.16), 25(0.47), 26(0.55), 31(0.23), 34(0.57), 35(0.16), 40(0.74), 41(0.86), 44(0.34), 48(0.56), 49(0.49), 51(0.67), 53(0.24), 54(0.21), 55(0.56), 59(0.76), 60(0.12), 61(0.71), 62(0.13), 63(0.47), 64(0.70), 69(0.84), 72(0.88), 73(0.39)
T6106: 1(0.51), 2(0.25), 3(0.35), 5(0.62), 6(0.64), 8(0.62), 9(0.69), 10(0.45), 11(0.44), 14(0.39), 21(0.88), 23(0.20), 24(0.15), 25(0.29), 26(0.36), 27(0.87), 33(0.31), 35(0.30), 40(0.78), 41(0.64), 44(0.87), 45(0.21), 46(0.18), 48(0.55), 50(0.77), 54(0.53), 55(0.54), 56(0.73), 57(0.29), 58(0.56), 67(0.61), 69(0.84)
T6107: 5(0.57), 6(0.28), 7(0.57), 11(0.35), 14(0.22), 19(0.36), 20(0.70), 22(0.48), 23(0.17), 27(0.81), 30(0.51), 34(0.30), 37(0.78), 41(0.14), 42(0.27), 43(0.82), 44(0.30), 47(0.44), 50(0.82), 52(0.63), 53(0.36), 55(0.41), 57(0.89), 59(0.19), 63(0.88), 64(0.53), 65(0.47), 66(0.77), 71(0.69), 73(0.47), 74(0.79)
T6108: 3(0.18), 4(0.19), 5(0.76), 9(0.36), 12(0.61), 13(0.11), 14(0.80), 15(0.48), 18(0.78), 20(0.56), 25(0.57), 26(0.71), 27(0.34), 28(0.61), 30(0.14), 31(0.19), 32(0.74), 33(0.89), 34(0.87), 37(0.82), 39(0.62), 42(0.54), 44(0.47), 46(0.43), 47(0.59), 50(0.20), 51(0.88), 52(0.65), 53(0.60), 54(0.88), 63(0.11), 64(0.75), 68(0.34), 69(0.38), 71(0.30), 72(0.87)
T6109: 1(0.68), 2(0.89), 4(0.31), 10(0.67), 11(0.43), 12(0.58), 13(0.24), 14(0.17), 16(0.35), 18(0.79), 19(0.67), 20(0.40), 21(0.14), 22(0.31), 26(0.85), 28(0.40), 29(0.90), 30(0.13), 31(0.78), 39(0.33), 41(0.70), 43(0.67), 44(0.79), 45(0.56), 46(0.55), 47(0.90), 48(0.31), 49(0.20), 50(0.15), 52(0.78), 53(0.53), 54(0.89), 55(0.56), 57(0.78), 59(0.35), 61(0.69), 63(0.17), 64(0.61), 67(0.35), 69(0.87)
T6110: 1(0.50), 2(0.45), 4(0.82), 5(0.51), 6(0.76), 7(0.23), 9(0.76), 11(0.27), 12(0.52), 13(0.26), 15(0.42), 16(0.37), 17(0.40), 21(0.88), 23(0.45), 24(0.39), 26(0.33), 29(0.50), 32(0.20), 33(0.25), 36(0.53), 37(0.30), 39(0.47), 40(0.28), 42(0.28), 44(0.88), 48(0.24), 50(0.35), 52(0.74), 56(0.78), 57(0.82), 58(0.43), 61(0.45), 62(0.44), 63(0.50), 64(0.82), 72(0.58), 74(0.27), 75(0.68)
T6111: 1(0.81), 3(0.18), 5(0.18), 6(0.24), 8(0.76), 13(0.28), 15(0.39), 16(0.50), 18(0.30), 19(0.14), 22(0.85), 24(0.35), 25(0.58), 27(0.27), 33(0.19), 34(0.59), 35(0.31), 36(0.21), 37(0.23), 40(0.67), 41(0.18), 43(0.80), 45(0.62), 46(0.76), 47(0.82), 48(0.31), 50(0.76), 53(0.46), 58(0.29), 59(0.12), 60(0.10), 63(0.27), 64(0.66), 65(0.51), 68(0.33), 72(0.42), 73(0.63)
T6112: 2(0.15), 4(0.74), 6(0.49), 7(0.47), 8(0.17), 10(0.37), 11(0.35), 12(0.74), 13(0.64), 14(0.38), 15(0.87), 17(0.23), 18(0.25), 19(0.52), 21(0.77), 24(0.60), 26(0.24), 31(0.23), 36(0.26), 38(0.22), 39(0.64), 44(0.40), 46(0.70), 50(0.38), 51(0.26), 52(0.88), 54(0.59), 55(0.17), 59(0.22), 60(0.11), 61(0.52), 63(0.57), 64(0.37), 66(0.64), 72(0.45), 73(0.53)
T6113: 1(0.17), 3(0.76), 4(0.75), 6(0.84), 8(0.89), 12(0.62), 13(0.33), 14(0.67), 16(0.31), 18(0.76), 20(0.68), 21(0.70), 24(0.38), 27(0.29), 30(0.56), 31(0.85), 32(0.72), 33(0.41), 36(0.38), 40(0.82), 42(0.21), 43(0.34), 45(0.16), 46(0.39), 47(0.28), 48(0.11), 49(0.64), 50(0.47), 51(0.64), 54(0.12), 57(0.16), 58(0.17), 59(0.67), 63(0.46), 65(0.36), 67(0.48), 70(0.65), 72(0.87), 73(0.34), 75(0.72)
T6114: 1(0.10), 3(0.11), 5(0.44), 6(0.54), 10(0.56), 15(0.58), 17(0.65), 20(0.59), 23(0.68), 26(0.52), 27(0.59), 32(0.88), 39(0.81), 41(0.36), 43(0.23), 44(0.38), 45(0.13), 46(0.55), 49(0.21), 52(0.37), 58(0.77), 60(0.31), 64(0.57), 65(0.11), 67(0.28), 69(0.47), 70(0.20), 71(0.54), 72(0.82), 74(0.22), 75(0.78)
T6115: 2(0.36), 5(0.38), 6(0.84), 8(0.56), 9(0.84), 10(0.33), 12(0.23), 13(0.69), 19(0.59), 22(0.42), 26(0.23), 27(0.77), 29(0.66), 30(0.21), 31(0.45), 33(0.27), 38(0.48), 39(0.41), 40(0.88), 41(0.54), 45(0.45), 46(0.31), 47(0.37), 49(0.87), 50(0.90), 51(0.19), 56(0.23), 58(0.89), 59(0.13), 62(0.80), 66(0.41), 67(0.15), 68(0.46), 71(0.70), 74(0.83)
T6116: 1(0.48), 2(0.15), 6(0.32), 9(0.83), 12(0.21), 13(0.86), 15(0.26), 16(0.57), 17(0.28), 20(0.62), 22(0.51), 26(0.27), 27(0.13), 28(0.36), 33(0.30), 36(0.78), 37(0.84), 39(0.66), 41(0.15), 46(0.54), 48(0.26), 49(0.81), 51(0.89), 55(0.55), 56(0.53), 57(0.54), 58(0.52), 61(0.65), 62(0.71), 65(0.21), 66(0.53), 70(0.24), 71(0.30), 73(0.21), 75(0.50)
T6117: 9(0.89), 10(0.25), 16(0.29), 18(0.62), 19(0.54), 20(0.64), 22(0.40), 23(0.36), 25(0.30), 26(0.86), 27(0.84), 30(0.89), 32(0.77), 33(0.37), 35(0.86), 36(0.90), 39(0.80), 43(0.56), 44(0.48), 45(0.23), 50(0.86), 54(0.70), 56(0.48), 63(0.51), 65(0.31), 69(0.29), 70(0.17), 71(0.12), 72(0.42), 73(0.79), 74(0.80), 75(0.82)
T6118: 1(0.62), 6(0.65), 7(0.87), 8(0.62), 10(0.61), 12(0.35), 13(0.57), 16(0.70), 17(0.45), 19(0.38), 20(0.26), 21(0.30), 23(0.81), 24(0.49), 26(0.55), 28(0.65), 29(0.71), 30(0.26), 31(0.81), 33(0.55), 35(0.53), 36(0.77), 37(0.12), 38(0.40), 41(0.69), 43(0.54), 47(0.19), 48(0.14), 50(0.41), 53(0.40), 54(0.32), 55(0.48), 57(0.78), 59(0.57), 60(0.81), 61(0.45), 62(0.85), 68(0.44), 72(0.20), 73(0.69)
T6119: 1(0.85), 2(0.55), 6(0.25), 8(0.35), 9(0.16), 10(0.21), 11(0.88), 13(0.79), 16(0.42), 17(0.53), 19(0.65), 20(0.17), 22(0.77), 24(0.12), 25(0.39), 26(0.13), 29(0.80), 34(0.60), 38(0.37), 39(0.59), 43(0.53), 45(0.12), 46(0.43), 48(0.22), 49(0.83), 51(0.75), 63(0.86), 64(0.46), 67(0.20), 70(0.72), 72(0.47), 74(0.57)
T6120: 1(0.23), 2(0.75), 3(0.88), 4(0.61), 6(0.69), 7(0.29), 8(0.66), 9(0.49), 12(0.49), 13(0.73), 17(0.24), 18(0.88), 19(0.65), 21(0.65), 22(0.63), 24(0.20), 26(0.37), 31(0.39), 33(0.80), 34(0.17), 35(0.79), 37(0.13), 38(0.37), 43(0.53), 44(0.21), 45(0.42), 47(0.20), 48(0.30), 50(0.66), 55(0.12), 60(0.41), 62(0.15), 68(0.51), 69(0.39), 70(0.63), 71(0.28), 72(0.59), 74(0.43), 75(0.72)
T6121: 2(0.21), 3(0.11), 6(0.32), 8(0.86), 9(0.61), 10(0.55), 11(0.90), 13(0.83), 14(0.64), 16(0.29), 21(0.60), 23(0.28), 25(0.18), 26(0.29), 27(0.79), 28(0.55), 29(0.31), 35(0.60), 39(0.20), 40(0.22), 42(0.44), 48(0.39), 49(0.11), 52(0.23), 53(0.74), 54(0.63), 55(0.61), 60(0.84), 61(0.84), 64(0.46), 66(0.50), 69(0.17), 71(0.86)
T6122: 2(0.76), 3(0.66), 4(0.65), 6(0.14), 7(0.20), 8(0.89), 11(0.74), 14(0.90), 15(0.11), 16(0.41), 17(0.29), 21(0.46), 22(0.67), 23(0.29), 24(0.25), 27(0.16), 30(0.39), 33(0.15), 36(0.76), 38(0.65), 40(0.31), 43(0.56), 44(0.83), 49(0.40), 50(0.82), 52(0.62), 53(0.21), 56(0.77), 57(0.14), 58(0.43), 60(0.15), 62(0.84), 64(0.73), 65(0.64), 66(0.23), 67(0.17), 71(0.34), 73(0.29), 75(0.10)
T6123: 2(0.80), 3(0.34), 5(0.16), 10(0.16), 13(0.19), 16(0.52), 17(0.52), 23(0.39), 24(0.33), 25(0.58), 28(0.69), 29(0.31), 30(0.51), 33(0.63), 34(0.62), 35(0.67), 36(0.46), 37(0.55), 43(0.37), 45(0.59), 46(0.89), 48(0.61), 51(0.29), 52(0.80), 55(0.89), 56(0.87), 57(0.37), 59(0.48), 63(0.22), 65(0.67), 67(0.63), 69(0.38), 70(0.44), 71(0.70), 72(0.87), 73(0.78), 74(0.34), 75(0.14)
T6124: 1(0.60), 3(0.82), 13(0.51), 14(0.83), 15(0.17), 21(0.79), 22(0.14), 23(0.90), 24(0.69), 25(0.36), 26(0.66), 28(0.19), 29(0.77), 30(0.74), 32(0.45), 33(0.78), 34(0.64), 35(0.88), 36(0.17), 42(0.85), 45(0.14), 49(0.56), 51(0.81), 54(0.14), 55(0.63), 56(0.73), 57(0.46), 58(0.73), 63(0.78), 67(0.21), 69(0.32), 73(0.82), 74(0.39), 75(0.21)
T6125: 1(0.58), 3(0.48), 5(0.58), 8(0.81), 9(0.89), 11(0.11), 12(0.19), 14(0.44), 15(0.67), 18(0.30), 19(0.80), 23(0.78), 25(0.22), 27(0.61), 28(0.36), 31(0.28), 32(0.66), 34(0.27), 35(0.10), 38(0.56), 40(0.85), 44(0.64), 47(0.84), 51(0.55), 54(0.10), 55(0.28), 57(0.68), 66(0.59), 68(0.69), 69(0.15), 72(0.22), 75(0.33)
T6126: 1(0.64), 2(0.31), 4(0.83), 6(0.70), 7(0.41), 9(0.43), 10(0.29), 13(0.23), 14(0.83), 15(0.64), 16(0.79), 20(0.34), 25(0.39), 27(0.51), 29(0.62), 30(0.84), 31(0.21), 34(0.67), 35(0.87), 38(0.33), 39(0.46), 40(0.12), 41(0.48), 43(0.70), 48(0.30), 50(0.85), 51(0.77), 55(0.66), 60(0.84), 64(0.52), 65(0.16), 66(0.23), 69(0.44), 70(0.23), 71(0.24), 72(0.78), 74(0.67)
T6127: 1(0.25), 4(0.23), 8(0.26), 10(0.82), 12(0.87), 16(0.23), 17(0.24), 21(0.20), 22(0.55), 23(0.44), 28(0.71), 30(0.34), 32(0.36), 33(0.67), 40(0.48), 41(0.53), 44(0.26), 45(0.83), 47(0.47), 48(0.27), 49(0.49), 50(0.19), 53(0.87), 54(0.78), 55(0.40), 58(0.15), 59(0.22), 60(0.33), 61(0.19), 63(0.62), 65(0.48), 66(0.29), 69(0.90), 70(0.55), 71(0.70), 72(0.82), 74(0.14), 75(0.22)
T6128: 1(0.32), 5(0.79), 6(0.20), 7(0.80), 10(0.58), 11(0.14), 12(0.35), 13(0.67), 14(0.65), 24(0.83), 25(0.34), 26(0.84), 27(0.23), 28(0.13), 29(0.44), 30(0.49), 31(0.68), 33(0.14), 34(0.78), 35(0.28), 37(0.55), 38(0.88), 40(0.75), 41(0.85), 42(0.79), 45(0.80), 49(0.72), 50(0.76), 56(0.36), 57(0.30), 60(0.66), 61(0.61), 63(0.15), 66(0.71), 68(0.66), 69(0.31), 71(0.31), 74(0.70), 75(0.56)
