T1: 1(0.73), 3(0.95), 5(0.75), 7(0.81), 9(0.82), 11(0.83), 13(0.93), 15(0.96), 17(0.88), 19(0.74), 21(0.80), 23(0.76), 25(0.82), 27(0.80), 29(0.80), 31(0.70), 34(0.81), 36(0.76), 38(0.75), 40(0.95), 42(0.98), 44(0.85), 46(0.85), 48(0.85), 50(0.80), 52(0.81), 54(0.78), 56(0.90), 58(0.72), 60(0.96), 62(0.93), 64(0.91), 66(0.83), 68(0.77), 70(0.75), 72(0.82), 74(0.88)
T2350: 1(0.81), 3(0.93), 6(0.75), 7(0.70), 9(0.85), 11(0.76), 14(0.80), 15(0.94), 17(0.97), 20(0.71), 21(0.73), 23(0.97), 25(0.89), 27(0.88), 29(0.86), 31(0.76), 34(0.98), 36(0.74), 39(0.76), 40(0.94), 42(0.92), 45(0.82), 47(0.92), 48(0.89), 50(1.00), 52(0.99), 55(0.98), 56(0.91), 58(0.97), 60(0.92), 63(0.98), 64(0.78), 66(0.94), 69(0.83), 71(0.90), 72(0.76), 75(0.85)
T2351: 1(0.70), 3(0.73), 6(0.73), 7(0.87), 10(0.81), 12(0.93), 14(0.78), 15(0.95), 17(0.89), 20(0.89), 21(0.79), 23(0.77), 25(0.96), 27(0.70), 29(0.91), 31(0.82), 34(0.85), 36(0.92), 39(0.92), 40(0.89), 42(0.77), 45(0.82), 47(0.70), 48(0.91), 50(0.76), 52(0.87), 55(0.86), 56(0.72), 58(0.89), 60(0.98), 63(0.87), 64(1.00), 66(0.90), 69(0.91), 71(0.91), 72(0.97), 75(0.72)
T2352: 1(0.78), 3(0.75), 6(0.91), 7(0.86), 9(0.80), 11(1.00), 14(0.99), 15(0.83), 17(0.84), 20(0.77), 21(0.81), 23(0.91), 25(0.87), 27(0.89), 29(0.72), 31(0.95), 35(0.72), 36(0.83), 39(0.94), 40(0.78), 42(0.84), 45(0.78), 47(0.92), 48(0.73), 50(0.95), 52(0.80), 55(0.75), 56(0.89), 58(0.84), 60(0.86), 63(0.77), 64(0.84), 66(0.98), 69(0.79), 71(0.97), 72(0.74), 75(0.93)
T2353: 1(0.76), 3(0.77), 5(0.70), 7(0.83), 9(0.76), 11(0.74), 14(0.93), 15(0.71), 17(0.78), 20(0.86), 21(0.85), 23(0.80), 25(0.72), 27(0.75), 29(0.76), 31(0.81), 34(0.83), 36(0.83), 39(0.97), 40(0.86), 42(0.99), 45(0.77), 47(0.78), 48(0.84), 50(0.87), 52(0.93), 55(0.98), 56(0.89), 58(0.98), 60(0.90), 62(0.82), 64(0.88), 66(0.70), 68(0.75), 70(0.79), 72(0.72), 75(0.82)
T2354: 1(0.72), 3(0.93), 5(0.87), 7(0.97), 9(0.74), 11(0.79), 13(0.78), 15(0.93), 17(0.71), 20(0.73), 21(0.90), 23(0.98), 26(0.93), 27(0.74), 29(0.71), 31(0.95), 34(0.95), 36(0.86), 38(0.94), 40(0.74), 42(0.75), 45(0.78), 47(0.91), 48(0.85), 50(0.90), 52(0.90), 54(0.99), 56(0.83), 58(0.81), 60(0.78), 62(0.79), 64(0.82), 66(0.96), 69(0.71), 70(0.86), 72(0.88), 75(0.87)
T2355: 1(0.72), 3(0.95), 5(0.97), 7(0.93), 9(0.94), 11(0.83), 13(0.84), 15(0.84), 17(0.76), 19(0.94), 21(0.98), 23(0.82), 26(0.82), 27(0.72), 29(0.72), 31(0.79), 34(0.86), 36(0.79), 39(0.83), 40(1.00), 42(0.91), 45(0.83), 46(0.72), 48(0.96), 50(0.90), 52(0.97), 54(0.80), 56(0.73), 58(0.83), 60(0.98), 62(0.80), 64(0.93), 66(0.77), 69(0.76), 71(0.84), 72(0.99), 75(0.80)
T2356: 1(0.88), 3(0.85), 5(0.97), 7(0.72), 9(0.92), 11(0.96), 13(0.95), 15(0.74), 17(0.72), 19(0.85), 21(0.74), 23(0.97), 26(0.94), 27(0.76), 29(0.80), 31(0.78), 34(0.81), 36(0.85), 39(1.00), 40(0.79), 42(0.79), 45(0.77), 46(0.72), 48(0.72), 50(0.74), 52(0.72), 54(0.81), 57(0.71), 58(0.83), 60(0.74), 63(0.94), 64(0.90), 66(0.78), 69(0.83), 71(0.90), 72(0.75), 75(0.82)
T2357: 1(0.77), 3(0.87), 5(0.72), 7(0.93), 9(0.82), 11(0.72), 13(0.98), 15(0.89), 17(0.92), 20(0.87), 21(0.97), 23(0.79), 26(0.82), 27(0.96), 29(0.73), 31(0.98), 34(0.75), 36(0.95), 39(0.98), 40(0.70), 42(0.79), 45(0.91), 47(0.93), 48(0.80), 50(0.93), 52(0.94), 54(0.80), 56(0.84), 58(0.76), 60(0.85), 62(0.96), 64(0.81), 66(0.76), 69(0.89), 70(0.82), 72(0.86), 75(0.97)
T2358: 1(0.82), 3(0.72), 5(0.77), 7(0.74), 9(0.86), 11(0.93), 14(0.97), 15(0.82), 17(0.89), 20(0.96), 21(0.98), 23(0.75), 26(0.86), 27(0.71), 29(0.79), 31(0.90), 34(0.89), 36(0.82), 38(0.86), 40(0.75), 42(0.89), 45(0.94), 47(0.99), 48(0.72), 50(0.87), 52(0.74), 54(1.00), 56(0.75), 58(0.78), 60(0.86), 62(0.89), 64(0.83), 66(0.71), 69(0.77), 70(0.80), 72(0.77), 75(0.72)
T2359: 1(0.73), 3(0.96), 5(0.95), 7(0.92), 9(0.92), 11(0.96), 14(0.73), 15(0.73), 17(0.92), 19(0.74), 21(0.99), 23(0.80), 26(0.79), 27(0.97), 29(0.76), 31(0.79), 34(0.89), 36(0.85), 39(0.86), 40(0.91), 42(0.84), 45(0.77), 46(0.94), 48(0.82), 50(0.82), 52(0.95), 54(0.85), 56(0.84), 58(0.97), 60(0.81), 63(0.99), 64(0.75), 66(0.86), 69(0.80), 71(0.98), 72(0.84), 75(0.85)
T2360: 1(0.92), 3(0.89), 5(0.95), 7(0.78), 9(0.71), 11(0.81), 13(0.84), 15(0.88), 17(0.76), 20(0.90), 21(0.85), 23(0.76), 26(0.74), 27(0.88), 29(0.78), 31(1.00), 34(0.72), 36(0.86), 38(0.96), 40(0.75), 42(0.87), 45(0.76), 47(0.71), 48(0.77), 50(0.80), 52(0.88), 55(0.88), 56(0.97), 58(0.78), 60(0.77), 62(0.90), 64(0.92), 66(0.83), 69(0.97), 70(0.95), 72(0.84), 75(0.94)
T2361: 1(0.93), 3(0.84), 5(0.74), 7(0.97), 9(0.76), 11(0.78), 13(0.88), 15(0.99), 17(0.83), 19(0.99), 21(0.96), 23(0.88), 26(0.96), 27(0.83), 29(0.77), 31(0.98), 34(0.89), 36(0.82), 39(0.88), 40(0.93), 42(0.83), 45(0.90), 46(0.79), 48(0.81), 50(0.73), 52(0.98), 55(0.81), 56(0.74), 58(0.72), 60(0.98), 62(0.70), 64(1.00), 66(0.84), 69(0.73), 71(0.84), 72(0.82), 75(0.89)
T2362: 1(0.96), 3(0.89), 6(0.71), 7(0.97), 9(1.00), 11(0.99), 13(0.74), 15(0.78), 17(0.79), 20(0.78), 21(0.80), 23(0.98), 26(0.78), 27(0.78), 29(0.98), 31(0.84), 35(0.74), 36(0.74), 39(0.98), 40(0.91), 42(0.92), 45(0.83), 47(0.79), 48(0.76), 50(0.87), 52(0.86), 55(0.86), 56(0.80), 58(0.86), 60(0.79), 62(0.79), 64(0.77), 66(0.99), 69(0.80), 71(0.82), 72(0.93), 75(0.87)
T2363: 1(0.91), 3(0.91), 6(0.76), 7(0.95), 9(0.94), 11(0.74), 13(0.73), 15(0.84), 17(0.79), 20(0.83), 21(0.90), 23(0.90), 26(0.96), 27(0.83), 29(0.73), 31(0.74), 35(0.73), 36(0.87), 39(0.83), 40(0.86), 42(0.78), 45(0.84), 47(0.92), 48(0.78), 50(0.98), 52(0.71), 55(0.94), 56(1.00), 58(0.83), 60(0.88), 63(0.93), 64(0.86), 66(0.79), 69(0.90), 71(0.83), 72(0.85), 75(0.94)
T2364: 1(0.88), 3(0.87), 5(0.99), 7(0.98), 9(0.96), 11(0.79), 14(0.74), 15(0.87), 17(0.92), 20(0.93), 21(0.84), 23(0.96), 26(0.75), 27(0.86), 29(1.00), 31(0.97), 34(0.74), 36(0.74), 38(0.84), 40(0.79), 42(0.95), 45(0.75), 47(0.94), 48(0.82), 50(0.81), 52(0.81), 55(0.78), 56(0.72), 58(0.94), 60(0.86), 62(1.00), 64(0.88), 66(0.76), 69(0.85), 70(0.89), 72(0.96), 75(0.94)
T2365: 1(0.85), 3(0.87), 5(0.71), 7(0.72), 9(0.99), 11(0.85), 14(0.80), 15(0.84), 17(0.80), 19(0.97), 21(0.85), 23(0.83), 26(0.93), 27(0.92), 29(0.95), 31(0.93), 34(0.97), 36(0.85), 39(0.80), 40(0.82), 42(0.77), 45(0.96), 46(0.75), 48(0.76), 50(0.91), 52(0.95), 55(0.74), 56(0.99), 58(0.96), 60(0.93), 63(0.71), 64(0.75), 66(0.72), 69(0.71), 71(0.97), 72(0.99), 75(0.96)
T2366: 2(0.87), 3(0.91), 5(0.92), 7(0.97), 9(0.84), 11(0.70), 13(0.86), 15(0.86), 17(0.97), 19(0.70), 22(0.76), 24(0.83), 25(0.92), 28(0.86), 29(0.91), 33(0.85), 34(0.90), 36(0.82), 38(0.75), 40(0.93), 42(0.70), 44(0.81), 46(0.81), 48(0.81), 51(0.75), 52(0.88), 54(0.88), 56(0.90), 58(0.99), 60(0.77), 62(0.89), 64(0.87), 66(0.78), 69(0.96), 70(0.79), 73(0.83), 74(0.73)
T2367: 2(0.87), 3(0.87), 5(0.78), 7(0.71), 9(0.90), 11(0.79), 13(1.00), 15(0.98), 17(0.73), 19(0.93), 22(0.96), 23(0.91), 25(0.82), 28(0.80), 29(0.85), 31(0.96), 34(0.97), 36(0.72), 38(0.94), 40(0.80), 42(0.75), 44(0.80), 46(0.74), 48(0.91), 51(0.78), 52(0.81), 54(0.84), 56(0.76), 58(0.94), 60(0.94), 62(0.98), 64(0.84), 67(0.84), 69(0.96), 70(0.74), 73(0.98), 74(0.78)
T2368: 2(0.71), 3(0.82), 5(0.99), 7(0.89), 9(0.83), 11(0.74), 13(0.96), 15(0.72), 17(0.75), 19(0.76), 22(0.81), 23(0.71), 25(0.79), 28(0.89), 29(0.99), 31(0.74), 34(0.73), 36(0.74), 38(0.76), 40(0.81), 43(0.85), 44(0.99), 46(0.70), 48(0.71), 51(0.91), 52(0.88), 54(0.93), 56(0.76), 58(0.77), 60(0.80), 62(0.91), 64(0.83), 67(0.77), 68(0.88), 70(0.73), 73(0.86), 74(0.91)
T2369: 2(1.00), 3(0.97), 5(0.76), 7(0.91), 9(0.82), 11(0.89), 13(0.93), 16(0.81), 17(0.94), 19(0.94), 22(0.88), 23(0.82), 25(0.98), 28(0.74), 29(0.78), 31(0.77), 34(0.81), 36(0.91), 38(0.81), 40(0.76), 42(0.73), 44(0.80), 46(0.94), 48(0.87), 50(0.72), 52(0.87), 54(0.96), 56(0.98), 58(0.90), 60(0.76), 62(0.78), 64(0.97), 67(0.71), 69(0.97), 70(0.81), 73(0.79), 74(0.98)
T2370: 2(0.84), 3(0.82), 5(0.77), 7(0.94), 9(0.82), 11(0.73), 13(0.72), 15(0.84), 17(1.00), 19(0.89), 22(0.72), 23(0.96), 25(0.74), 28(0.96), 29(0.79), 31(0.79), 34(0.84), 36(0.76), 38(0.90), 40(0.91), 43(0.72), 44(0.80), 46(0.74), 48(0.74), 50(0.98), 52(0.71), 54(0.71), 56(0.70), 58(0.72), 60(0.72), 62(0.71), 64(0.78), 67(0.82), 68(0.74), 70(0.86), 73(0.70), 74(0.85)
T2371: 2(0.70), 3(0.96), 5(0.97), 7(0.95), 9(0.89), 11(0.80), 13(0.72), 15(0.99), 17(0.80), 19(1.00), 22(0.73), 24(0.86), 25(0.79), 28(0.80), 29(0.78), 33(0.79), 34(0.74), 37(0.86), 38(0.78), 40(0.86), 42(0.90), 44(0.89), 46(0.79), 48(0.83), 50(0.74), 52(0.73), 54(0.70), 56(1.00), 58(1.00), 60(0.96), 62(0.77), 64(0.86), 66(0.98), 69(0.90), 70(0.99), 72(0.95), 74(0.75)
T2372: 2(0.95), 3(0.88), 5(0.85), 7(0.88), 9(0.98), 12(0.94), 13(0.79), 16(0.95), 18(0.94), 20(0.72), 22(0.89), 24(0.87), 25(0.91), 28(0.73), 29(0.90), 33(0.87), 34(0.82), 36(0.91), 38(0.75), 40(0.82), 42(0.80), 44(0.91), 46(0.72), 48(0.71), 50(0.76), 52(0.87), 54(0.78), 56(0.81), 58(0.90), 60(1.00), 62(0.84), 64(0.98), 66(0.71), 69(0.99), 70(0.74), 72(0.82), 74(0.78)
T2373: 2(0.74), 3(0.83), 5(0.93), 7(0.76), 9(0.92), 11(0.85), 13(0.97), 16(0.84), 18(0.71), 20(0.89), 22(0.81), 24(0.87), 25(0.84), 28(0.70), 29(0.87), 33(0.81), 34(0.94), 36(0.88), 38(0.93), 40(0.87), 42(0.83), 44(0.96), 46(0.92), 48(0.93), 50(0.99), 52(0.88), 54(0.71), 56(0.78), 58(0.90), 60(0.95), 62(0.85), 64(0.89), 66(0.84), 68(0.82), 70(0.95), 72(0.84), 74(0.80)
T2374: 2(0.88), 3(0.77), 5(0.87), 7(0.83), 9(0.89), 11(0.79), 13(0.77), 16(0.84), 18(0.97), 20(0.83), 22(0.91), 24(0.74), 25(0.90), 28(0.95), 29(0.73), 31(0.98), 34(0.73), 36(0.87), 38(0.83), 40(0.96), 42(0.77), 44(0.87), 46(0.79), 48(0.90), 50(1.00), 52(0.94), 54(0.83), 56(0.74), 58(0.89), 60(0.80), 62(0.84), 64(0.96), 66(0.75), 69(0.73), 70(0.84), 73(0.94), 74(0.86)
T2375: 2(0.74), 3(1.00), 5(0.95), 7(0.97), 9(0.74), 12(0.73), 13(0.78), 16(0.84), 18(0.98), 20(0.76), 22(0.81), 24(0.93), 25(1.00), 28(0.91), 29(0.78), 31(0.72), 34(0.94), 36(0.71), 38(0.97), 40(0.82), 42(0.96), 44(0.87), 46(0.73), 48(0.87), 50(0.75), 52(0.80), 54(0.97), 56(0.87), 58(0.97), 60(0.85), 62(0.91), 64(0.90), 66(0.83), 69(0.96), 70(0.89), 73(0.81), 74(0.99)
T2376: 2(0.82), 3(0.80), 5(0.70), 8(0.71), 9(0.73), 12(0.74), 13(0.88), 16(0.80), 18(0.80), 20(0.75), 22(0.88), 23(0.79), 25(0.90), 28(0.77), 29(0.87), 31(0.96), 34(0.71), 36(0.71), 38(0.89), 40(0.76), 42(0.98), 44(0.90), 46(0.77), 48(0.93), 51(0.79), 52(0.91), 54(0.71), 56(0.89), 58(0.85), 60(0.95), 62(0.82), 64(0.75), 66(0.83), 69(0.75), 71(0.89), 72(0.92), 74(0.81)
T2377: 2(0.91), 3(0.72), 5(0.79), 7(0.83), 10(0.76), 12(0.83), 13(0.84), 16(0.96), 18(0.90), 20(0.80), 22(0.84), 23(0.75), 25(0.76), 28(0.90), 29(0.92), 31(0.99), 34(0.71), 36(0.94), 38(0.88), 40(0.81), 42(0.85), 44(0.89), 46(1.00), 48(0.86), 51(0.90), 52(0.85), 54(0.74), 56(0.72), 58(0.85), 60(0.74), 62(0.72), 64(0.76), 66(0.71), 69(0.90), 71(0.98), 72(0.73), 74(0.95)
T2378: 2(0.91), 3(0.78), 5(0.82), 8(0.87), 9(0.89), 11(0.73), 13(0.96), 16(0.73), 18(0.80), 20(0.81), 22(0.92), 23(0.74), 25(0.80), 28(0.86), 29(0.99), 31(0.86), 34(0.77), 36(0.76), 38(0.75), 40(0.74), 42(0.84), 44(0.92), 46(0.95), 48(0.84), 51(0.93), 52(0.77), 54(0.79), 56(0.73), 58(0.84), 60(0.78), 62(0.87), 64(0.73), 66(0.96), 68(0.76), 71(0.93), 72(0.81), 74(0.84)
T2379: 2(0.87), 3(0.75), 5(0.73), 8(0.76), 9(0.74), 12(0.95), 13(0.99), 16(0.71), 18(0.83), 20(0.77), 22(0.88), 23(0.71), 25(0.90), 28(0.80), 29(0.88), 31(0.90), 34(0.74), 36(0.85), 38(0.87), 40(0.97), 42(0.71), 44(0.88), 46(0.91), 48(0.95), 51(0.99), 52(0.77), 54(0.81), 56(0.95), 58(0.87), 60(0.82), 62(0.85), 64(0.79), 66(0.93), 68(0.72), 71(0.78), 72(0.86), 74(0.88)
T2380: 2(0.84), 3(0.83), 5(0.72), 7(0.91), 10(0.87), 12(0.98), 13(0.73), 16(0.92), 18(0.85), 20(0.72), 22(0.78), 23(0.84), 25(0.71), 28(0.86), 29(0.86), 31(0.72), 34(0.97), 36(0.86), 38(0.78), 40(0.77), 42(0.82), 44(0.85), 46(0.71), 48(0.70), 51(0.95), 52(0.85), 54(0.86), 56(0.90), 58(0.87), 60(0.86), 62(0.97), 64(0.89), 66(0.83), 68(0.81), 71(0.93), 72(0.85), 74(0.77)
T2381: 2(0.81), 3(0.85), 5(0.84), 7(0.82), 9(0.76), 12(0.75), 13(0.74), 16(0.95), 18(0.89), 20(0.82), 22(0.87), 23(0.92), 25(0.86), 28(0.97), 29(0.74), 31(0.95), 34(0.74), 36(0.73), 38(0.75), 40(0.79), 42(0.81), 44(0.82), 46(0.91), 48(0.71), 50(0.78), 52(0.84), 54(0.71), 56(0.75), 58(0.75), 60(0.95), 62(0.96), 64(0.81), 66(0.93), 69(0.72), 71(0.80), 72(0.85), 74(0.98)
T2382: 2(0.89), 3(0.76), 5(0.73), 7(0.81), 9(0.75), 11(0.77), 13(0.95), 16(0.84), 18(0.92), 20(0.70), 22(0.96), 23(0.80), 25(0.88), 28(0.92), 29(0.85), 31(0.74), 35(0.98), 36(0.76), 38(0.91), 40(0.90), 42(0.75), 44(0.91), 46(0.75), 48(0.83), 50(1.00), 52(0.86), 54(0.95), 56(0.96), 58(0.78), 60(0.86), 62(0.96), 64(0.77), 66(0.92), 69(0.99), 71(0.88), 72(0.72), 74(0.91)
T2383: 2(0.86), 3(0.78), 5(0.92), 7(0.85), 9(0.74), 12(0.91), 13(0.86), 16(0.98), 18(0.90), 20(0.86), 22(0.98), 23(0.77), 25(0.76), 28(0.86), 29(0.99), 31(0.80), 34(0.98), 36(0.83), 38(0.94), 40(0.70), 42(0.89), 44(0.97), 47(0.77), 48(0.81), 50(0.76), 52(0.87), 54(0.73), 56(0.89), 58(0.98), 60(0.84), 62(0.71), 64(0.70), 66(0.98), 69(0.84), 71(0.80), 72(0.90), 74(0.92)
T2384: 2(0.93), 3(0.83), 5(0.93), 7(0.90), 9(0.80), 11(0.99), 13(0.74), 16(0.82), 18(0.77), 20(0.83), 22(0.89), 23(0.99), 25(0.84), 28(0.81), 29(0.87), 31(0.95), 34(0.90), 36(0.81), 38(0.94), 40(0.73), 42(0.95), 44(0.94), 47(0.76), 48(0.97), 50(0.88), 52(0.95), 54(0.73), 56(0.95), 58(0.73), 60(0.81), 62(0.87), 64(0.77), 66(0.85), 68(0.85), 71(0.84), 72(0.70), 74(0.76)
T2385: 2(0.99), 3(0.98), 5(0.88), 7(0.91), 9(0.94), 12(0.98), 13(0.91), 16(0.80), 18(0.95), 20(0.95), 22(0.88), 23(1.00), 25(0.80), 28(0.93), 29(0.82), 31(0.94), 34(0.83), 36(0.72), 38(0.84), 40(0.98), 42(0.94), 44(0.74), 47(0.78), 48(0.73), 50(0.86), 52(0.99), 54(0.89), 56(0.84), 58(0.86), 60(0.96), 62(0.82), 64(0.81), 66(0.94), 68(0.80), 71(0.72), 72(0.79), 74(0.98)
T2386: 2(0.94), 4(0.97), 5(0.97), 7(0.85), 10(0.96), 11(0.98), 13(0.90), 16(0.82), 18(0.77), 20(0.99), 22(0.84), 24(0.89), 25(0.94), 28(0.85), 29(0.74), 33(0.96), 34(0.97), 36(0.76), 38(0.84), 40(0.96), 42(0.95), 44(0.78), 46(0.86), 48(0.87), 51(0.79), 52(0.80), 54(0.79), 56(0.82), 58(1.00), 60(0.79), 62(0.72), 64(0.94), 66(0.99), 68(0.81), 71(0.87), 72(0.72), 74(0.91)
T2387: 2(0.70), 4(0.90), 5(0.72), 8(1.00), 9(0.86), 12(0.93), 13(0.88), 16(0.74), 18(0.78), 20(0.90), 22(0.87), 24(0.90), 25(0.70), 28(0.91), 29(0.99), 33(0.76), 34(0.93), 36(0.80), 38(0.95), 40(0.95), 42(0.86), 44(0.94), 46(0.93), 48(0.95), 51(0.77), 52(0.82), 54(0.87), 56(0.81), 58(0.90), 60(0.71), 62(0.92), 64(0.77), 66(0.83), 68(0.70), 71(0.77), 72(0.71), 74(0.85)
T2388: 2(0.71), 4(0.81), 5(0.97), 7(0.80), 9(0.96), 11(0.78), 13(0.96), 16(0.70), 18(0.99), 20(0.75), 22(0.84), 24(0.78), 25(0.71), 28(0.78), 29(0.96), 33(0.92), 34(0.89), 36(0.87), 38(0.98), 40(0.81), 42(0.89), 44(0.72), 46(0.96), 48(0.90), 50(0.81), 52(0.97), 54(0.93), 56(0.84), 58(0.80), 60(0.92), 62(0.78), 64(0.90), 66(0.90), 68(0.78), 71(0.93), 72(0.75), 74(0.82)
T2389: 2(0.97), 4(0.86), 5(0.85), 7(0.76), 9(0.76), 12(0.99), 13(0.96), 16(0.82), 18(0.71), 20(0.93), 22(0.88), 24(0.79), 25(0.87), 28(0.90), 29(0.76), 33(0.84), 34(0.82), 36(0.98), 38(0.95), 40(0.86), 42(0.88), 44(0.86), 47(0.92), 48(0.78), 50(0.71), 52(0.81), 54(0.82), 56(0.98), 58(0.92), 60(0.85), 62(0.91), 64(0.98), 66(0.87), 68(0.89), 71(0.99), 72(0.87), 74(0.70)
T2390: 2(0.86), 4(0.79), 5(0.99), 8(0.82), 9(1.00), 11(0.71), 13(0.99), 16(0.88), 18(0.93), 20(0.79), 22(0.96), 24(0.99), 25(0.70), 28(0.85), 29(0.90), 31(0.90), 34(0.85), 36(0.97), 38(0.91), 40(0.75), 42(0.97), 44(0.71), 46(0.79), 48(0.80), 51(0.80), 52(0.78), 54(0.76), 56(0.89), 58(0.94), 60(0.81), 62(0.79), 64(0.93), 66(0.89), 69(0.70), 71(0.88), 73(0.94), 74(0.81)
T2391: 2(0.90), 4(0.96), 5(0.92), 7(0.73), 10(0.72), 12(1.00), 13(0.84), 16(0.83), 18(0.78), 20(0.78), 22(0.93), 24(0.90), 25(0.97), 28(0.82), 29(0.73), 31(0.92), 34(0.82), 36(0.90), 38(0.98), 40(0.89), 42(0.89), 44(1.00), 46(0.72), 48(0.81), 51(0.99), 52(0.88), 54(0.78), 56(0.85), 58(0.77), 60(0.78), 62(0.77), 64(0.85), 66(0.88), 69(0.95), 71(0.88), 73(0.82), 74(0.71)
T2392: 2(0.91), 4(0.83), 5(0.85), 8(0.70), 9(0.70), 11(0.97), 13(0.77), 16(0.76), 18(0.98), 20(0.73), 22(0.91), 24(0.94), 25(0.75), 28(0.81), 29(1.00), 31(0.87), 35(0.93), 36(0.97), 38(0.83), 40(0.76), 42(0.93), 44(0.84), 46(0.92), 48(0.87), 51(0.96), 52(0.97), 54(0.89), 56(0.79), 58(0.99), 60(0.71), 62(0.77), 64(0.87), 66(0.97), 69(0.97), 71(0.93), 73(0.93), 74(0.78)
T2393: 2(0.75), 4(0.77), 5(0.82), 7(0.91), 10(0.82), 11(0.85), 13(0.72), 16(0.99), 18(0.99), 20(0.73), 22(0.83), 24(0.76), 25(0.73), 28(0.81), 29(0.97), 31(0.96), 35(0.77), 36(0.97), 38(0.87), 40(0.91), 42(0.98), 44(0.89), 46(0.72), 48(0.94), 51(0.70), 52(0.81), 54(0.83), 56(0.88), 58(0.78), 60(0.89), 62(0.75), 64(0.88), 66(0.87), 69(0.86), 71(0.72), 73(0.84), 74(0.80)
T2394: 2(0.91), 4(0.98), 5(0.85), 7(0.94), 9(0.82), 11(0.98), 13(0.78), 16(0.86), 18(0.88), 20(0.87), 22(0.77), 24(0.87), 25(0.87), 28(0.95), 29(0.96), 31(0.88), 34(0.78), 36(0.76), 38(0.84), 40(0.90), 42(0.81), 44(1.00), 46(0.93), 48(0.83), 50(0.76), 52(0.98), 54(0.92), 56(0.80), 58(0.95), 60(0.94), 62(0.97), 64(0.85), 66(0.81), 68(0.89), 71(0.93), 73(0.93), 74(0.92)
T2395: 2(0.87), 4(0.78), 5(0.79), 7(0.82), 9(0.79), 12(0.88), 13(0.95), 16(0.89), 18(0.74), 20(0.70), 22(0.90), 24(0.90), 25(0.74), 28(0.80), 29(0.95), 31(0.79), 34(0.79), 36(0.91), 38(0.80), 40(0.80), 42(0.90), 44(0.84), 46(0.80), 48(1.00), 50(0.91), 52(0.81), 54(0.75), 56(0.85), 58(0.96), 60(0.74), 62(0.76), 64(0.75), 66(0.91), 68(0.84), 71(0.78), 73(0.79), 74(0.86)
T2396: 2(0.78), 4(0.77), 5(0.91), 7(0.98), 9(0.80), 12(0.98), 13(0.77), 16(0.71), 18(0.93), 20(0.85), 22(0.93), 24(0.94), 25(0.89), 28(0.85), 29(0.99), 31(0.99), 34(0.74), 36(0.92), 38(0.93), 40(0.92), 42(0.76), 44(0.73), 47(0.99), 48(0.93), 50(0.75), 52(0.87), 54(0.78), 56(0.84), 58(0.86), 60(0.96), 62(0.80), 64(0.79), 66(0.87), 68(0.97), 71(0.94), 73(0.99), 74(0.97)
T2397: 2(0.73), 4(0.83), 5(0.82), 8(0.71), 9(0.97), 11(0.79), 13(0.70), 16(0.87), 18(0.70), 20(0.93), 22(0.89), 24(0.78), 25(0.98), 28(0.86), 29(0.92), 31(0.71), 34(0.85), 36(0.95), 38(0.81), 40(0.93), 42(0.86), 44(0.82), 46(0.85), 48(0.92), 51(0.74), 52(0.98), 54(0.89), 57(0.87), 58(0.90), 60(0.84), 62(0.83), 64(1.00), 66(0.97), 69(0.79), 71(0.77), 72(0.92), 74(0.83)
T2398: 2(0.98), 4(0.85), 5(0.77), 7(0.89), 10(0.95), 12(0.80), 13(0.77), 16(0.97), 18(0.85), 20(0.85), 22(0.80), 24(0.77), 25(0.82), 28(0.77), 29(0.89), 31(0.76), 34(0.86), 36(0.77), 38(0.97), 40(0.98), 42(0.91), 44(0.78), 46(0.71), 48(0.88), 51(0.97), 52(0.99), 54(0.72), 57(0.83), 58(0.94), 60(0.73), 62(0.80), 64(0.77), 66(0.94), 69(0.80), 71(0.85), 72(0.78), 74(0.97)
T2399: 2(0.82), 4(0.86), 5(0.83), 7(0.72), 9(0.98), 11(0.82), 13(0.78), 16(0.76), 18(0.79), 20(0.96), 22(0.86), 24(0.74), 25(0.74), 28(0.71), 29(0.89), 31(0.93), 34(0.87), 36(0.92), 38(0.83), 40(0.87), 42(0.79), 44(0.86), 46(0.93), 48(0.89), 50(0.93), 52(0.95), 54(0.90), 56(0.81), 58(0.82), 60(0.98), 62(0.89), 64(0.87), 66(0.93), 68(0.71), 71(0.98), 72(0.78), 74(0.97)
T2400: 2(0.84), 4(0.86), 5(0.90), 7(0.97), 9(0.98), 12(0.79), 13(0.77), 16(0.86), 18(0.98), 20(0.92), 22(0.75), 24(0.91), 25(0.95), 28(0.85), 29(0.91), 31(0.95), 34(0.76), 36(0.95), 38(0.77), 40(0.95), 42(0.97), 44(0.79), 46(0.91), 48(0.80), 50(0.84), 52(0.74), 54(0.98), 56(0.82), 58(0.88), 60(0.82), 62(0.98), 64(0.97), 66(1.00), 68(0.91), 71(0.80), 72(0.80), 74(0.92)
T2401: 2(0.98), 4(0.71), 5(0.79), 7(0.73), 9(0.72), 12(0.86), 13(0.71), 16(0.87), 18(0.93), 20(0.86), 22(0.89), 24(0.90), 25(0.84), 28(0.75), 29(0.98), 31(0.72), 34(0.98), 36(0.98), 38(0.81), 40(0.91), 42(0.70), 44(0.84), 47(0.93), 48(0.97), 50(0.87), 52(0.86), 54(0.75), 56(0.81), 58(0.87), 60(0.79), 62(0.80), 64(0.73), 66(0.92), 68(0.81), 71(0.76), 72(0.98), 74(0.99)
